,Date,BT_Open,BT_High,BT_Low,BT_Close,BT_Adj Close,BT_Volume,ETH_Open,ETH_High,ETH_Low,ETH_Close,ETH_Adj Close,ETH_Volume,ADA_Open,ADA_High,ADA_Low,ADA_Close,ADA_Adj Close,ADA_Volume,XRP_Open,XRP_High,XRP_Low,XRP_Close,XRP_Adj Close,XRP_Volume,BNB_Open,BNB_High,BNB_Low,BNB_Close,BNB_Adj Close,BNB_Volume,USDT_Open,USDT_High,USDT_Low,USDT_Close,USDT_Adj Close,USDT_Volume,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Adj Close,VIX_Volume,GSPC_Open,GSPC_High,GSPC_Low,GSPC_Close,GSPC_Adj Close,GSPC_Volume,GCF_Open,GCF_High,GCF_Low,GCF_Close,GCF_Adj Close,GCF_Volume,EURUSDCHAN_Open,EURUSDCHAN_High,EURUSDCHAN_Low,EURUSDCHAN_Close,EURUSDCHAN_Adj Close,EURUSDCHAN_Volume,year,month,monthf,week,weekday,weekdayf,EMA21,EMA63,EMA252,bollingerSMA_MVS,bollingerSMA_MVM,bollingerSMA_MVL,bollingerSTD_MVS,bollingerSTD_MVM,bollingerSTD_MVL,Upper_MVS,Lower_MVS,Upper_MVM,Lower_MVM,Upper_MVL,Lower_MVL,MACD,ROC21,ROC63,MOM21,MOM63,RSI21,RSI63,RSI252,%K21,%D21,%K63,%D63,%K252,%D252,MA21,MA63,MA252
1006,2017-10-02,4395.81005859375,4470.22998046875,4377.4599609375,4409.31982421875,4409.31982421875,1431730048,302.48199462890625,302.9200134277344,294.5820007324219,297.4750061035156,297.4750061035156,339443008.0,0.02460700087249279,0.030087999999523163,0.019968999549746513,0.02593199908733368,0.02593199908733368,57641300.0,0.2060769945383072,0.20655600726604462,0.1994439959526062,0.20267599821090698,0.20267599821090698,77412304,1.5266200304031372,1.9828699827194214,1.5134400129318237,1.964669942855835,1.964669942855835,19367700.0,0.998088002204895,1.0047600269317627,0.9958069920539856,1.0017000436782837,1.0017000436782837,126009000.0,9.59000015258789,10.039999961853027,9.369999885559082,9.449999809265137,9.449999809265137,0.0,2521.199951171875,2529.22998046875,2520.39990234375,2529.1201171875,2529.1201171875,3199730000.0,1275.0,1276.0999755859375,1270.4000244140625,1272.699951171875,1272.699951171875,136.0,1.1807630062103271,1.1807630062103271,1.17311692237854,1.1807351112365723,1.1807351112365723,0.0,2017,10,October,40,2,Monday,4235.954504232889,4061.4669897945064,3537.261271367031,4226.084263392857,3955.78279296875,3452.491509331597,180.94839346158562,308.3086339857769,824.6339696060716,4587.981050316028,3864.187476469686,4572.400060940304,3339.1655249971964,5101.75944854374,1803.223570119454,174.48751443838273,13.281686220203817,4.270052006355305,483.249755859375,-190.56005859375,98.76545829652888,98.76085871122905,98.32080602215635,180.28522046117828,200.65091347428083,209.18906211650102,196.59965568616835,469.86158562555244,465.892722802813,4226.084263392857,3955.78279296875,3452.491509331597
1007,2017-10-03,4408.4599609375,4432.47021484375,4258.89013671875,4317.47998046875,4317.47998046875,1288019968,297.4830017089844,300.1109924316406,288.13299560546875,292.4630126953125,292.4630126953125,321680000.0,0.025756999850273132,0.027425000444054604,0.02068999968469143,0.020816000178456306,0.020816000178456306,16997800.0,0.20320899784564972,0.20480799674987793,0.198730006814003,0.20331799983978271,0.20331799983978271,48703100,1.967829942703247,2.032949924468994,1.6716500520706177,1.8207000494003296,1.8207000494003296,14411500.0,1.0018800497055054,1.0078200101852417,0.9987999796867371,1.0001200437545776,1.0001200437545776,137567008.0,9.300000190734863,9.75,9.300000190734863,9.510000228881836,9.510000228881836,0.0,2530.340087890625,2535.1298828125,2528.85009765625,2534.580078125,2534.580078125,3068850000.0,1269.699951171875,1273.300048828125,1268.5999755859375,1271.5,1271.5,192.0,1.1733232736587524,1.177163004875183,1.169741153717041,1.173378348350525,1.173378348350525,0.0,2017,10,October,40,3,Tuesday,4256.335873291854,4081.1602967694485,3552.8656455714076,4286.817103794643,3959.3319921875,3471.0675702335857,106.15182913716579,312.0697017439792,823.1805055326649,4499.120762068975,4074.5134455203115,4583.471395675459,3335.1925886995414,5117.428581298916,1824.7065591682558,175.17557652240566,2.7807483274384714,2.1632423725047722,425.1298828125,88.72998046875,98.56265877542344,98.70989391741102,98.30396199960656,88.44660734395364,157.93553631753332,185.16346636510903,199.3243886753139,423.3258070412966,455.93825495035554,4286.817103794643,3959.3319921875,3471.0675702335857
1008,2017-10-04,4319.3701171875,4352.31005859375,4210.419921875,4229.35986328125,4229.35986328125,1116770048,292.7539978027344,299.3940124511719,290.8949890136719,292.6579895019531,292.6579895019531,257906000.0,0.020864000543951988,0.02280599996447563,0.020864000543951988,0.0219310000538826,0.0219310000538826,9000050.0,0.2032179981470108,0.21702399849891663,0.20264700055122375,0.2147739976644516,0.2147739976644516,123573000,1.8515000343322754,1.8574700355529785,1.5176600217819214,1.6014800071716309,1.6014800071716309,7227750.0,1.0019099712371826,1.0099799633026123,0.9977250099182129,1.0012500286102295,1.0012500286102295,114903000.0,9.529999732971191,9.880000114440918,9.529999732971191,9.630000114440918,9.630000114440918,0.0,2533.47998046875,2540.530029296875,2531.800048828125,2537.739990234375,2537.739990234375,3017120000.0,1273.800048828125,1280.800048828125,1270.0,1273.699951171875,1273.699951171875,218.0,1.1747844219207764,1.1786754131317139,1.1747430562973022,1.1747568845748901,1.1747568845748901,0.0,2017,10,October,40,4,Wednesday,4249.591870789202,4092.5602634242023,3566.3955299445893,4290.915666852678,3959.463984375,3488.0060541942867,102.77132785601329,312.1878924173706,821.3360614958126,4496.458322564705,4085.3730111406517,4583.8397692097415,3335.0881995402588,5130.678177185911,1845.3339312026615,157.03160736500013,1.3085848202897665,2.581165949235301,28.68994140625,3.2998046875,98.32710942896395,98.6568614936185,98.28695195823268,16.51059715158494,95.0808083189054,152.20149828908112,182.18467559023057,378.35926281706384,423.8488851613047,4290.915666852678,3959.463984375,3488.0060541942867
1009,2017-10-05,4229.8798828125,4362.64013671875,4164.0498046875,4328.41015625,4328.41015625,1161769984,292.77301025390625,298.0409851074219,288.8399963378906,295.8630065917969,295.8630065917969,253747008.0,0.02195099927484989,0.022153999656438828,0.020858999341726303,0.02148899994790554,0.02148899994790554,5562510.0,0.21558299660682678,0.2410230040550232,0.21558299660682678,0.2370160073041916,0.2370160073041916,404299008,1.6349899768829346,1.7351900339126587,1.416949987411499,1.6784900426864624,1.6784900426864624,7503500.0,1.0002700090408325,1.0067499876022339,0.9964330196380615,1.0003000497817993,1.0003000497817993,119952000.0,9.479999542236328,9.619999885559082,9.130000114440918,9.1899995803833,9.1899995803833,0.0,2540.860107421875,2552.510009765625,2540.02001953125,2552.070068359375,2552.070068359375,3045120000.0,1277.800048828125,1277.800048828125,1267.5999755859375,1269.9000244140625,1269.9000244140625,36.0,1.1756960153579712,1.177994966506958,1.1703845262527466,1.175723671913147,1.175723671913147,0.0,2017,10,October,40,5,Thursday,4269.296442154401,4110.70256287234,3581.635822491655,4312.869977678572,3967.68279296875,3505.719388711332,89.35365655967868,319.29472363413777,820.3493521878082,4491.577290797929,4134.162664559214,4606.2722402370255,3329.093345700475,5146.418093086949,1865.0206843357157,158.5938792820607,3.9715964183300265,4.016565518081368,153.68017578125,205.47021484375,98.47398448064777,98.675082501573,98.29921666052742,73.4589823386375,59.47206227805847,188.79611382387543,175.3870261593554,412.5027856780908,404.72928517881746,4312.869977678572,3967.68279296875,3505.719388711332
1010,2017-10-06,4324.4599609375,4413.27001953125,4320.52978515625,4370.81005859375,4370.81005859375,1069939968,295.1549987792969,308.8399963378906,294.947998046875,308.5880126953125,308.5880126953125,318664000.0,0.021359000355005264,0.021541999652981758,0.018360000103712082,0.018539000302553177,0.018539000302553177,7780710.0,0.23772600293159485,0.24242399632930756,0.23353299498558044,0.23403899371623993,0.23403899371623993,167492000,1.6773099899291992,1.7135800123214722,1.5342400074005127,1.5799100399017334,1.5799100399017334,6076260.0,1.0004199743270874,1.006410002708435,0.998000979423523,1.0010900497436523,1.0010900497436523,92153696.0,9.229999542236328,10.270000457763672,9.109999656677246,9.649999618530273,9.649999618530273,0.0,2547.43994140625,2549.409912109375,2543.7900390625,2549.330078125,2549.330078125,2884570000.0,1267.5999755859375,1272.0,1260.5,1271.5999755859375,1271.5999755859375,46.0,1.1713991165161133,1.1738742589950562,1.1671334505081177,1.1712344884872437,1.1712344884872437,0.0,2017,10,October,40,6,Friday,4294.674846264238,4130.710831773988,3597.4193072349663,4342.547154017857,3976.06439453125,3524.2192876025883,61.44954444510924,327.23960321259796,818.98351435731,4465.446242908075,4219.648065127639,4630.5436009564455,3321.585188106054,5162.186316317208,1886.2522588879683,163.96401449025052,0.7398535035818313,5.809998440879731,207.740234375,209.5400390625,98.39663091132782,98.65217008858356,98.29470604274657,80.85288454343905,56.940821344553605,203.6901379764029,181.56258336312,422.6521495360522,404.5047326770693,4342.547154017857,3976.06439453125,3524.2192876025883
1013,2017-10-09,4614.52001953125,4878.7099609375,4564.25,4772.02001953125,4772.02001953125,1968739968,308.6669921875,309.31298828125,288.18499755859375,297.3919982910156,297.3919982910156,559467008.0,0.020344000309705734,0.02280700020492077,0.02034199982881546,0.022113999351859093,0.022113999351859093,4663310.0,0.2787579894065857,0.2787579894065857,0.24042999744415283,0.2518250048160553,0.2518250048160553,610110016,1.2077100276947021,1.577430009841919,1.2077100276947021,1.4037799835205078,1.4037799835205078,9667100.0,0.9988970160484314,1.0085500478744507,0.9944149851799011,0.999779999256134,0.999779999256134,178567008.0,9.920000076293945,10.529999732971191,9.880000114440918,10.329999923706055,10.329999923706055,0.0,2551.389892578125,2551.820068359375,2541.60009765625,2544.72998046875,2544.72998046875,2483970000.0,1280.5999755859375,1284.0,1279.0,1281.800048828125,1281.800048828125,19.0,1.1742877960205078,1.1750881671905518,1.1720993518829346,1.1742464303970337,1.1742464303970337,0.0,2017,10,October,41,9,Monday,4491.817377464503,4233.521509898433,3656.6997864441873,4436.492885044643,4081.70599609375,3588.7397929490216,189.73949256854254,342.99017461434397,817.910202675964,4815.971870181728,4057.013899907558,4767.686345322438,3395.725646865062,5224.560198300949,1952.9193875970936,258.2958675660702,10.527901486949117,31.188831783974557,362.7001953125,1617.070068359375,98.90218047860787,98.77052559160877,98.35888855365829,250.2244191901418,191.50718427555066,362.61487622463153,294.439157808953,560.8658521453815,501.55185891971104,4436.492885044643,4081.70599609375,3588.7397929490216
1014,2017-10-10,4776.2099609375,4922.169921875,4765.10009765625,4781.990234375,4781.990234375,1597139968,297.60101318359375,306.15399169921875,293.1730041503906,299.8699951171875,299.8699951171875,359705984.0,0.022112000733613968,0.022445999085903168,0.021278999745845795,0.02153100073337555,0.02153100073337555,2725600.0,0.252824991941452,0.26655998826026917,0.2411929965019226,0.2607330083847046,0.2607330083847046,384048992,1.4310699701309204,1.4691100120544434,1.3428699970245361,1.3933600187301636,1.3933600187301636,6912770.0,1.000380039215088,1.0039499998092651,0.9965220093727112,0.9994410276412964,0.9994410276412964,137687008.0,10.149999618530273,10.65999984741211,9.9399995803833,10.079999923706055,10.079999923706055,0.0,2549.989990234375,2555.22998046875,2544.860107421875,2550.639892578125,2550.639892578125,2960500000.0,1282.5999755859375,1293.0,1281.699951171875,1290.5999755859375,1290.5999755859375,18.0,1.1741912364959717,1.1817677021026611,1.1741912364959717,1.1741636991500854,1.1741636991500854,0.0,2017,10,October,41,10,Tuesday,4564.360591692127,4275.711411781245,3679.205595430778,4502.851492745535,4127.4848046875,3611.143128057923,219.99490276962877,357.31163958973207,819.929967080623,4942.841298284793,4062.8616872062776,4842.108083866964,3412.8615255080363,5251.003062219169,1971.2831938966772,288.6491799108817,13.066525170667425,31.91551494178001,464.51025390625,1144.47021484375,98.74441294451982,98.72645460328471,98.34518254398328,218.51653602918145,227.1893888246153,376.4289075621364,344.4686329949727,554.2844877884452,540.3066348279898,4502.851492745535,4127.4848046875,3611.143128057923
1015,2017-10-11,4789.25,4873.72998046875,4751.6298828125,4826.47998046875,4826.47998046875,1222279936,301.1809997558594,304.3900146484375,299.09600830078125,303.45599365234375,303.45599365234375,264146000.0,0.021479999646544456,0.022576000541448593,0.020975999534130096,0.022520000115036964,0.022520000115036964,3606720.0,0.26065799593925476,0.26784300804138184,0.2590799927711487,0.2644389867782593,0.2644389867782593,161206000,1.399440050125122,1.4561599493026733,1.3779900074005127,1.4337300062179565,1.4337300062179565,6123140.0,0.9979619979858398,1.003100037574768,0.9971060156822205,0.9986249804496765,0.9986249804496765,85384600.0,9.949999809265137,10.380000114440918,9.720000267028809,9.850000381469727,9.850000381469727,0.0,2550.6201171875,2555.239990234375,2547.949951171875,2555.239990234375,2555.239990234375,2976090000.0,1287.300048828125,1292.0,1284.9000244140625,1285.800048828125,1285.800048828125,21.0,1.181404709815979,1.1858035326004028,1.179634690284729,1.1814883947372437,1.1814883947372437,0.0,2017,10,October,41,11,Wednesday,4629.890438886282,4318.078224757207,3702.151083159488,4588.154366629465,4175.54240234375,3633.6162602588383,211.8915635007245,367.5665349532261,822.4645178551691,5011.937493630914,4164.371239628015,4910.675472250202,3440.409332437298,5278.545295969177,1988.6872245485001,311.8122141290751,11.50699231909811,34.70951129626051,597.1201171875,1201.43994140625,98.66247285265361,98.70465828025901,98.34103970553971,203.3050322065841,224.0153291419689,388.4412733696709,375.8283523854798,562.560459224738,559.236933052855,4588.154366629465,4175.54240234375,3633.6162602588383
1016,2017-10-12,4829.580078125,5446.91015625,4822.0,5446.91015625,5446.91015625,2791610112,303.49798583984375,309.1510009765625,303.2900085449219,304.135986328125,304.135986328125,527556992.0,0.022538000717759132,0.02676299959421158,0.021825000643730164,0.02625199966132641,0.02625199966132641,8680640.0,0.26504600048065186,0.26746800541877747,0.24841399490833282,0.24841399490833282,0.24841399490833282,245004000,1.429960012435913,1.4401899576187134,1.282639980316162,1.3437600135803223,1.3437600135803223,5275850.0,0.9998430013656616,1.0048600435256958,0.9907069802284241,0.997422993183136,0.997422993183136,216202000.0,9.9399995803833,10.329999923706055,9.649999618530273,9.90999984741211,9.90999984741211,0.0,2552.8798828125,2555.330078125,2548.31005859375,2550.929931640625,2550.929931640625,3151510000.0,1291.5,1294.5,1289.300048828125,1293.300048828125,1293.300048828125,14.0,1.1865352392196655,1.1880717277526855,1.1831799745559692,1.1865493059158325,1.1865493059158325,0.0,2017,10,October,41,12,Thursday,4834.145368227211,4404.911450256653,3737.046264662955,4747.940080915178,4250.10361328125,3662.3528275923295,356.0576587317587,426.6471283949778,835.6466474407414,5460.055398378696,4035.824763451661,5103.397870071205,3396.8093564912942,5333.646122473812,1991.0595327108467,429.23391797055865,24.620152402652586,33.98873909461254,1118.5,1864.0302734375,99.3458061322918,98.98958182923423,98.48362883270369,373.84319787646467,265.2215887040765,621.9460714361572,462.2720841226549,796.962239625042,637.9357288794084,4747.940080915178,4250.10361328125,3662.3528275923295
1017,2017-10-13,5464.16015625,5840.2998046875,5436.85009765625,5647.2099609375,5647.2099609375,3615480064,304.0790100097656,348.59600830078125,299.6570129394531,338.7569885253906,338.7569885253906,1304359936.0,0.026061000302433968,0.03381599858403206,0.02519500069320202,0.03364099934697151,0.03364099934697151,15613600.0,0.24828499555587769,0.2642500102519989,0.23886699974536896,0.26048898696899414,0.26048898696899414,398688992,1.3365099430084229,1.5116599798202515,1.1834900379180908,1.435479998588562,1.435479998588562,5705760.0,1.0000900030136108,1.0162700414657593,0.99269700050354,1.0000499486923218,1.0000499486923218,319484992.0,9.949999809265137,9.979999542236328,9.4399995803833,9.609999656677246,9.609999656677246,0.0,2555.659912109375,2557.64990234375,2552.090087890625,2553.169921875,2553.169921875,3149440000.0,1293.300048828125,1301.699951171875,1291.699951171875,1301.5,1301.5,74.0,1.1831378936767578,1.1874369382858276,1.1806235313415527,1.1831799745559692,1.1831799745559692,0.0,2017,10,October,41,13,Friday,5037.4115164047835,4500.472874155179,3775.2495386331398,4930.282924107143,4313.384013671875,3693.046260949337,446.1649945526758,507.7020569678111,852.1870623228368,5822.612913212495,4037.9529350017915,5328.788127607498,3297.979899736253,5397.420385595011,1988.6721363036634,536.9386422496045,27.566074298904148,43.87906157472716,1276.39990234375,1582.010009765625,99.3741389494879,99.02971177814791,98.51442748496558,329.23569697073714,302.127975684595,691.6251536918995,567.3374994992427,854.732534834544,738.0850778947748,4930.282924107143,4313.384013671875,3693.046260949337
