,Unnamed: 0,Date,BT_Open,BT_High,BT_Low,BT_Close,BT_Adj Close,BT_Volume,ETH_Open,ETH_High,ETH_Low,ETH_Close,ETH_Adj Close,ETH_Volume,ADA_Open,ADA_High,ADA_Low,ADA_Close,ADA_Adj Close,ADA_Volume,XRP_Volume,BNB_Open,BNB_High,BNB_Low,BNB_Close,BNB_Adj Close,BNB_Volume,USDT_Volume,VIX_Volume,GSPC_Open,GSPC_High,GSPC_Low,GSPC_Close,GSPC_Adj Close,EURUSDCHAN_Volume,year,monthf,Weekdayf,EMA21,EMA63,EMA252,bollingerSMA_MVS,bollingerSMA_MVM,bollingerSMA_MVL,bollingerSTD_MVS,bollingerSTD_MVM,bollingerSTD_MVL,Upper_MVS,Lower_MVS,Upper_MVM,Lower_MVM,Upper_MVL,Lower_MVL,MACD,MOM63,RSI63,RSI252,MA21,MA63,MA252
0,1006,2017-10-02,4395.81005859375,4470.22998046875,4377.4599609375,4409.31982421875,4409.31982421875,1431730048,302.48199462890625,302.9200134277344,294.5820007324219,297.4750061035156,297.4750061035156,339443008.0,0.02460700087249279,0.030087999999523163,0.019968999549746517,0.025931999087333683,0.025931999087333683,57641300.0,77412304,1.5266200304031372,1.9828699827194212,1.5134400129318235,1.964669942855835,1.964669942855835,19367700.0,126009000.0,0.0,2521.199951171875,2529.22998046875,2520.39990234375,2529.1201171875,2529.1201171875,0.0,2017,October,Monday,4235.954504232889,4061.4669897945055,3537.2612713670314,4226.084263392857,3955.78279296875,3452.491509331597,180.94839346158557,308.30863398577685,824.6339696060717,4587.981050316028,3864.1874764696863,4572.400060940304,3339.165524997197,5101.759448543739,1803.223570119454,174.48751443838273,-190.56005859375,98.76085871122903,98.32080602215635,4226.084263392857,3955.78279296875,3452.491509331597
1,1007,2017-10-03,4408.4599609375,4432.47021484375,4258.89013671875,4317.47998046875,4317.47998046875,1288019968,297.4830017089844,300.1109924316406,288.13299560546875,292.4630126953125,292.4630126953125,321680000.0,0.02575699985027313,0.027425000444054604,0.020689999684691433,0.020816000178456303,0.020816000178456303,16997800.0,48703100,1.9678299427032468,2.032949924468994,1.6716500520706177,1.8207000494003296,1.8207000494003296,14411500.0,137567008.0,0.0,2530.340087890625,2535.1298828125,2528.85009765625,2534.580078125,2534.580078125,0.0,2017,October,Tuesday,4256.335873291854,4081.160296769449,3552.865645571408,4286.817103794643,3959.3319921875,3471.0675702335852,106.15182913716579,312.0697017439792,823.1805055326649,4499.120762068976,4074.513445520312,4583.471395675459,3335.192588699541,5117.4285812989165,1824.7065591682558,175.17557652240566,88.72998046875,98.70989391741102,98.30396199960657,4286.817103794643,3959.3319921875,3471.0675702335852
2,1008,2017-10-04,4319.3701171875,4352.31005859375,4210.419921875,4229.35986328125,4229.35986328125,1116770048,292.7539978027344,299.3940124511719,290.8949890136719,292.6579895019531,292.6579895019531,257906000.0,0.020864000543951988,0.02280599996447563,0.020864000543951988,0.0219310000538826,0.0219310000538826,9000050.0,123573000,1.8515000343322756,1.8574700355529783,1.5176600217819214,1.6014800071716309,1.6014800071716309,7227750.0,114903000.0,0.0,2533.47998046875,2540.530029296875,2531.800048828125,2537.739990234375,2537.739990234375,0.0,2017,October,Wednesday,4249.591870789202,4092.560263424202,3566.3955299445893,4290.915666852678,3959.463984375,3488.006054194287,102.77132785601327,312.1878924173706,821.3360614958127,4496.458322564705,4085.3730111406517,4583.8397692097415,3335.0881995402588,5130.678177185911,1845.3339312026612,157.03160736500013,3.2998046875,98.6568614936185,98.28695195823269,4290.915666852678,3959.463984375,3488.006054194287
3,1009,2017-10-05,4229.8798828125,4362.64013671875,4164.0498046875,4328.41015625,4328.41015625,1161769984,292.77301025390625,298.0409851074219,288.8399963378906,295.8630065917969,295.8630065917969,253747008.0,0.02195099927484989,0.022153999656438828,0.020858999341726303,0.02148899994790554,0.02148899994790554,5562510.0,404299008,1.6349899768829346,1.7351900339126587,1.416949987411499,1.6784900426864624,1.6784900426864624,7503500.0,119952000.0,0.0,2540.860107421875,2552.510009765625,2540.02001953125,2552.070068359375,2552.070068359375,0.0,2017,October,Thursday,4269.296442154401,4110.70256287234,3581.6358224916553,4312.869977678572,3967.68279296875,3505.7193887113317,89.35365655967868,319.29472363413777,820.3493521878082,4491.577290797929,4134.162664559214,4606.2722402370255,3329.093345700475,5146.418093086949,1865.020684335716,158.59387928206067,205.47021484375,98.67508250157302,98.29921666052742,4312.869977678572,3967.68279296875,3505.7193887113317
4,1010,2017-10-06,4324.4599609375,4413.27001953125,4320.52978515625,4370.81005859375,4370.81005859375,1069939968,295.1549987792969,308.8399963378906,294.947998046875,308.5880126953125,308.5880126953125,318664000.0,0.02135900035500526,0.021541999652981758,0.018360000103712082,0.018539000302553173,0.018539000302553173,7780710.0,167492000,1.6773099899291992,1.7135800123214722,1.5342400074005127,1.5799100399017334,1.5799100399017334,6076260.0,92153696.0,0.0,2547.43994140625,2549.409912109375,2543.7900390625,2549.330078125,2549.330078125,0.0,2017,October,Friday,4294.674846264238,4130.710831773988,3597.4193072349663,4342.547154017857,3976.06439453125,3524.2192876025883,61.44954444510925,327.239603212598,818.98351435731,4465.446242908075,4219.648065127639,4630.5436009564455,3321.585188106054,5162.186316317208,1886.2522588879685,163.96401449025052,209.5400390625,98.65217008858356,98.29470604274657,4342.547154017857,3976.06439453125,3524.2192876025883
5,1013,2017-10-09,4614.52001953125,4878.7099609375,4564.25,4772.02001953125,4772.02001953125,1968739968,308.6669921875,309.31298828125,288.18499755859375,297.3919982910156,297.3919982910156,559467008.0,0.02034400030970573,0.02280700020492077,0.02034199982881546,0.02211399935185909,0.02211399935185909,4663310.0,610110016,1.207710027694702,1.577430009841919,1.207710027694702,1.4037799835205078,1.4037799835205078,9667100.0,178567008.0,0.0,2551.389892578125,2551.820068359375,2541.60009765625,2544.72998046875,2544.72998046875,0.0,2017,October,Monday,4491.817377464503,4233.521509898434,3656.699786444187,4436.492885044643,4081.70599609375,3588.7397929490216,189.73949256854252,342.99017461434397,817.910202675964,4815.971870181728,4057.013899907558,4767.686345322438,3395.725646865062,5224.560198300949,1952.9193875970934,258.29586756607017,1617.070068359375,98.77052559160877,98.35888855365828,4436.492885044643,4081.70599609375,3588.7397929490216
6,1014,2017-10-10,4776.2099609375,4922.169921875,4765.10009765625,4781.990234375,4781.990234375,1597139968,297.60101318359375,306.15399169921875,293.1730041503906,299.8699951171875,299.8699951171875,359705984.0,0.022112000733613968,0.022445999085903168,0.021278999745845798,0.02153100073337555,0.02153100073337555,2725600.0,384048992,1.4310699701309204,1.4691100120544434,1.342869997024536,1.3933600187301636,1.3933600187301636,6912770.0,137687008.0,0.0,2549.989990234375,2555.22998046875,2544.860107421875,2550.639892578125,2550.639892578125,0.0,2017,October,Tuesday,4564.360591692127,4275.711411781245,3679.205595430778,4502.851492745535,4127.4848046875,3611.143128057923,219.99490276962882,357.31163958973207,819.929967080623,4942.841298284793,4062.8616872062776,4842.108083866964,3412.8615255080367,5251.003062219169,1971.2831938966767,288.6491799108817,1144.47021484375,98.72645460328472,98.34518254398328,4502.851492745535,4127.4848046875,3611.143128057923
7,1015,2017-10-11,4789.25,4873.72998046875,4751.6298828125,4826.47998046875,4826.47998046875,1222279936,301.1809997558594,304.3900146484375,299.09600830078125,303.45599365234375,303.45599365234375,264146000.0,0.021479999646544456,0.022576000541448597,0.020975999534130096,0.02252000011503696,0.02252000011503696,3606720.0,161206000,1.399440050125122,1.4561599493026731,1.3779900074005127,1.4337300062179563,1.4337300062179563,6123140.0,85384600.0,0.0,2550.6201171875,2555.239990234375,2547.949951171875,2555.239990234375,2555.239990234375,0.0,2017,October,Wednesday,4629.890438886282,4318.078224757207,3702.151083159488,4588.154366629465,4175.54240234375,3633.6162602588383,211.8915635007245,367.5665349532261,822.4645178551691,5011.937493630914,4164.371239628015,4910.675472250202,3440.409332437298,5278.5452959691775,1988.6872245485001,311.81221412907513,1201.43994140625,98.704658280259,98.34103970553973,4588.154366629465,4175.54240234375,3633.6162602588383
8,1016,2017-10-12,4829.580078125,5446.91015625,4822.0,5446.91015625,5446.91015625,2791610112,303.49798583984375,309.1510009765625,303.2900085449219,304.135986328125,304.135986328125,527556992.0,0.02253800071775913,0.026762999594211582,0.021825000643730164,0.02625199966132641,0.02625199966132641,8680640.0,245004000,1.429960012435913,1.4401899576187134,1.282639980316162,1.3437600135803225,1.3437600135803225,5275850.0,216202000.0,0.0,2552.8798828125,2555.330078125,2548.31005859375,2550.929931640625,2550.929931640625,0.0,2017,October,Thursday,4834.145368227211,4404.911450256653,3737.046264662955,4747.940080915178,4250.10361328125,3662.3528275923295,356.05765873175864,426.6471283949778,835.6466474407414,5460.055398378697,4035.8247634516606,5103.397870071205,3396.8093564912947,5333.646122473812,1991.059532710847,429.23391797055865,1864.0302734375,98.98958182923424,98.48362883270369,4747.940080915178,4250.10361328125,3662.3528275923295
9,1017,2017-10-13,5464.16015625,5840.2998046875,5436.85009765625,5647.2099609375,5647.2099609375,3615480064,304.0790100097656,348.59600830078125,299.6570129394531,338.7569885253906,338.7569885253906,1304359936.0,0.026061000302433968,0.033815998584032066,0.02519500069320202,0.03364099934697151,0.03364099934697151,15613600.0,398688992,1.3365099430084229,1.5116599798202517,1.1834900379180908,1.4354799985885618,1.4354799985885618,5705760.0,319484992.0,0.0,2555.659912109375,2557.64990234375,2552.090087890625,2553.169921875,2553.169921875,0.0,2017,October,Friday,5037.411516404784,4500.472874155179,3775.24953863314,4930.282924107143,4313.384013671875,3693.046260949337,446.1649945526758,507.70205696781113,852.1870623228367,5822.612913212495,4037.952935001792,5328.788127607499,3297.979899736253,5397.420385595011,1988.6721363036636,536.9386422496045,1582.010009765625,99.02971177814793,98.51442748496557,4930.282924107143,4313.384013671875,3693.046260949337
