,Date,BT_Close,BT_Volume,GSPC_Close,EMA,MA,year,month,Forecast_ARIMAX
1164,2020-03-16,5014.47998046875,45368026430.0,2386.1298828125,5935.984586692907,5994.68798828125,2020,3,5997.016404462409
1165,2020-03-17,5225.62939453125,38622642935.0,2529.18994140625,5758.395788652492,5611.2451171875,2020,3,6201.560799379449
1166,2020-03-18,5238.4384765625,37878801016.0,2398.10009765625,5628.4064606299935,5229.38916015625,2020,3,6576.0519323752915
1167,2020-03-19,6191.19287109375,51000731797.0,2409.389892578125,5769.103063245932,5403.732700892857,2020,3,6706.963473883713
1168,2020-03-20,6198.7783203125,54442976103.0,2304.919921875,5876.521877512574,5494.457170758928,2020,3,6864.530783943153
1169,2020-03-21,6185.06640625,42494390880.0,2304.919921875,5953.65800969693,5635.128627232143,2020,3,6761.41767151432
1170,2020-03-22,5830.2548828125,40099664740.0,2304.919921875,5922.807227975823,5697.691476004465,2020,3,6532.181678559572
1171,2020-03-23,6416.31494140625,46491916000.0,2237.39990234375,6046.184156333429,5897.95361328125,2020,3,6530.14484775901
1172,2020-03-24,6734.8037109375,48221910672.0,2447.330078125,6218.339044984447,6113.549944196428,2020,3,6620.267665721054
1173,2020-03-25,6681.06298828125,44590107888.0,2475.56005859375,6334.020030808649,6319.63916015625,2020,3,6538.01760387987
1174,2020-03-26,6716.4404296875,35319797642.0,2630.070068359375,6429.625130528362,6394.674525669643,2020,3,6632.391777138553
1175,2020-03-27,6469.79833984375,34585598367.0,2541.469970703125,6439.668432857209,6433.391671316965,2020,3,6582.651735921549
1176,2020-03-28,6242.19384765625,34885225901.0,2541.469970703125,6390.29978655697,6441.552734375,2020,3,6418.878783893829
1177,2020-03-29,5922.04296875,28373690931.0,2541.469970703125,6273.235582105228,6454.665318080357,2020,3,6011.268579100651
1178,2020-03-30,6429.841796875,37101651525.0,2626.64990234375,6312.387135797671,6456.597726004465,2020,3,6162.70291091846
1179,2020-03-31,6438.64453125,32786468812.0,2584.590087890625,6343.9514846607535,6414.289271763393,2020,3,6324.3279498064285
1180,2020-04-01,6606.7763671875,40346426266.0,2470.5,6409.65770529244,6403.676897321428,2020,4,6578.244143741528
1181,2020-04-02,6793.62451171875,47660646124.0,2526.89990234375,6505.649406899018,6414.703194754465,2020,4,6876.709092906974
1182,2020-04-03,6733.38720703125,38976504903.0,2488.64990234375,6562.583856932076,6452.358747209822,2020,4,6934.696820815321
1183,2020-04-04,6867.52734375,33185988584.0,2488.64990234375,6638.819728636558,6541.692103794643,2020,4,6959.203952310541
1184,2020-04-05,6791.12939453125,29510409856.0,2488.64990234375,6676.897145110231,6665.847307477678,2020,4,6808.0987509223705
1185,2020-04-06,7271.78125,46896904615.0,2663.679931640625,6825.618171332673,6786.124372209822,2020,4,7088.656665745798
1186,2020-04-07,7176.41455078125,44243482668.0,2659.409912109375,6913.317266194817,6891.520089285715,2020,4,7129.267099970953
1187,2020-04-08,7334.0986328125,37563249549.0,2749.97998046875,7018.5126078492385,6995.423270089285,2020,4,7206.6787239131
1188,2020-04-09,7302.08935546875,34815139178.0,2789.820068359375,7089.406794754117,7068.061104910715,2020,4,7261.5765298971455
1189,2020-04-10,6865.4931640625,43622840992.0,2789.820068359375,7033.428387081213,7086.933384486607,2020,4,7093.83835697029
1190,2020-04-11,6859.0830078125,31222085946.0,2789.820068359375,6989.842042264036,7085.72705078125,2020,4,6910.371354702072
1191,2020-04-12,6971.091796875,35759567632.0,2789.820068359375,6985.154480916777,7111.435965401785,2020,4,6864.5556702940785
1192,2020-04-13,6845.03759765625,38619308647.0,2761.6298828125,6950.125260101646,7050.472586495535,2020,4,6894.554079855627
1193,2020-04-14,6842.427734375,34110434052.0,2846.06005859375,6923.200878669984,7002.760184151785,2020,4,6888.493110642359
1194,2020-04-15,6642.10986328125,32288311031.0,2783.360107421875,6852.928124822801,6903.904645647322,2020,4,6868.322286864182
1195,2020-04-16,7116.80419921875,46783242377.0,2799.550048828125,6918.897143421788,6877.435337611607,2020,4,7183.864642942999
1196,2020-04-18,7257.6650390625,32447188386.0,2799.550048828125,7003.589117331967,6933.459891183035,2020,4,7263.161744762481
1197,2020-04-19,7189.4248046875,31311210215.0,2799.550048828125,7050.048039170851,6980.651576450893,2020,4,7303.209145169119
1198,2020-04-20,6881.95849609375,37747113936.0,2823.159912109375,7008.025653401576,6967.918247767857,2020,4,7230.30640382466
1199,2020-04-21,6880.3232421875,32589741511.0,2736.56005859375,6976.100050598057,6972.959054129465,2020,4,7102.360735146101
1200,2020-04-22,7117.20751953125,33249153866.0,2799.31005859375,7011.376917831356,7012.213309151785,2020,4,7131.830090495005
1201,2020-04-23,7429.724609375,43500782316.0,2797.800048828125,7115.963840717267,7124.729701450893,2020,4,7265.795894174639
1202,2020-04-24,7550.90087890625,34636526286.0,2836.739990234375,7224.698100264513,7186.743512834822,2020,4,7429.088155995128
1203,2020-04-25,7569.93603515625,32941541447.0,2836.739990234375,7311.007583987448,7231.353655133928,2020,4,7591.88314249222
1204,2020-04-26,7679.8671875,33070154491.0,2836.739990234375,7403.222484865586,7301.416852678572,2020,4,7729.326546544943
1205,2020-04-27,7795.60107421875,36162144725.0,2878.47998046875,7501.317132203877,7431.937220982143,2020,4,7775.4816613390885
1206,2020-04-28,7807.05859375,33187959921.0,2863.389892578125,7577.752497590408,7564.327985491072,2020,4,7726.618218015092
1207,2020-04-29,8801.0380859375,60201052203.0,2939.510009765625,7883.573894677181,7804.875209263393,2020,4,8282.146848444958
1208,2020-04-30,8658.5537109375,66964629541.0,2912.429931640625,8077.31884874226,7980.422223772322,2020,4,8542.869289420514
1209,2020-05-01,8864.7666015625,44068389997.0,2830.7099609375,8274.180786947321,8168.117327008928,2020,5,8658.583106614857
1210,2020-05-02,8988.5966796875,40134388683.0,2830.7099609375,8452.784760132365,8370.783133370536,2020,5,8771.737044752863
1211,2020-05-03,8897.46875,47101785174.0,2830.7099609375,8563.955757599273,8544.72621372768,2020,5,8787.559060048243
1212,2020-05-04,8912.654296875,45718796276.0,2842.739990234375,8651.130392418205,8704.305245535714,2020,5,8723.05951107958
1213,2020-05-05,9003.0703125,43148462663.0,2868.43994140625,8739.115372438653,8875.1640625,2020,5,8632.92761476097
1214,2020-05-06,9268.76171875,49371886931.0,2848.419921875,8871.52695901649,8941.981724330357,2020,5,8925.047829910578
1215,2020-05-07,9951.5185546875,61112700562.0,2881.18994140625,9141.524857934242,9126.690987723214,2020,5,9418.198700515975
1216,2020-05-08,9842.666015625,51780748042.0,2929.800048828125,9316.810147356931,9266.390904017857,2020,5,9623.571942845349
1217,2020-05-09,9593.896484375,46566121841.0,2929.800048828125,9386.081731611448,9352.8623046875,2020,5,9635.394489198723
1218,2020-05-10,8756.4306640625,63325279337.0,2929.800048828125,9228.668964724211,9332.71400669643,2020,5,9275.629497610214
1219,2020-05-11,8601.7958984375,57119858802.0,2930.18994140625,9071.950698152532,9288.3056640625,2020,5,8865.571814478793
1220,2020-05-12,8804.4775390625,42142717533.0,2870.1201171875,9005.082408380023,9259.935267857143,2020,5,8655.979395414655
1221,2020-05-13,9269.9873046875,45558144023.0,2820.0,9071.308632456892,9260.1103515625,2020,5,8870.739559601134
1222,2020-05-14,9733.7216796875,56426907637.0,2852.5,9236.911894264544,9228.996512276786,2020,5,9479.521721524703
1223,2020-05-15,9328.197265625,48158802327.0,2863.699951171875,9259.733237104658,9155.5009765625,2020,5,9659.450956828608
1224,2020-05-16,9377.013671875,36164766408.0,2863.699951171875,9289.053345797243,9124.51771763393,2020,5,9757.21358101249
1225,2020-05-17,9670.7392578125,40084250663.0,2863.699951171875,9384.474823801056,9255.133231026786,2020,5,9799.280528810064
1226,2020-05-18,9726.5751953125,41827139896.0,2953.909912109375,9469.999916678917,9415.815987723214,2020,5,9740.40870073756
1227,2020-05-19,9729.0380859375,39254288955.0,2922.93994140625,9534.759458993563,9547.896065848214,2020,5,9658.96662465798
1228,2020-05-20,9522.9814453125,36546239703.0,2971.610107421875,9531.814955573298,9584.0380859375,2020,5,9564.918676019919
1229,2020-05-21,9081.76171875,39326160532.0,2948.510009765625,9419.301646367474,9490.900948660714,2020,5,9425.821045768967
1230,2020-05-22,9182.5771484375,29810773699.0,2955.449951171875,9360.120521884981,9470.098074776786,2020,5,9247.406676540457
1231,2020-05-23,9209.287109375,27727866812.0,2955.449951171875,9322.412168757486,9446.137137276786,2020,5,9172.833863035303
1232,2020-05-24,8790.3681640625,32518803300.0,2955.449951171875,9189.40116758374,9320.369838169643,2020,5,9046.176282328433
1233,2020-05-25,8906.9345703125,31288157264.0,2955.449951171875,9118.78451826593,9203.2783203125,2020,5,9063.470742808917
1234,2020-05-26,8835.052734375,29584186947.0,2991.77001953125,9047.851572293197,9075.566127232143,2020,5,9098.635944714519
1235,2020-05-27,9181.017578125,32740536902.0,3036.1298828125,9081.143073751147,9026.714146205357,2020,5,9310.472650824515
1236,2020-05-28,9525.7509765625,34367073114.0,3029.72998046875,9192.295049453985,9090.141183035714,2020,5,9524.966721131092
1237,2020-05-29,9439.1240234375,32896642044.0,3044.31005859375,9254.002292949865,9126.790736607143,2020,5,9630.480632847892
1238,2020-05-30,9700.4140625,32722975141.0,3044.31005859375,9365.605235337398,9196.951729910714,2020,5,9824.787970038673
1239,2020-05-31,9461.05859375,27773290299.0,3044.31005859375,9389.468574940549,9292.7646484375,2020,5,9682.239405115914
1240,2020-06-01,10167.2685546875,35198901068.0,3055.72998046875,9583.918569877287,9472.81236049107,2020,6,9938.483612543321
1241,2020-06-02,9529.8037109375,39137252109.0,3080.820068359375,9570.389855142339,9572.0625,2020,6,9715.251970913105
1242,2020-06-03,9656.7177734375,25007459262.0,3122.8701171875,9591.971834716129,9640.01967075893,2020,6,9580.88420421665
1243,2020-06-04,9800.63671875,25921805072.0,3112.35009765625,9644.138055724596,9679.2890625,2020,6,9663.206436742155
1244,2020-06-05,9665.533203125,23509628646.0,3193.929931640625,9649.486842574695,9711.633231026786,2020,6,9602.672555455134
1245,2020-06-06,9653.6796875,20438419222.0,3193.929931640625,9650.535053806021,9704.95689174107,2020,6,9605.723701382649
1246,2020-06-07,9758.8525390625,25015250846.0,3193.929931640625,9677.61442512014,9747.49888392857,2020,6,9621.915095646702
1247,2020-06-08,9771.4892578125,21486346312.0,3232.389892578125,9701.08313329323,9690.958984375,2020,6,9790.249206011911
1248,2020-06-09,9795.7001953125,23717842783.0,3207.179931640625,9724.737398798048,9728.94419642857,2020,6,9795.262941405243
1249,2020-06-10,9870.0947265625,25706567601.0,3190.139892578125,9761.07673073916,9759.42661830357,2020,6,9852.395186273832
1250,2020-06-11,9321.78125,30247143440.0,3002.10009765625,9651.252860554368,9691.01869419643,2020,6,9681.450394427335
1251,2020-06-12,9480.84375,22610564515.0,3041.31005859375,9608.650582915776,9664.634486607143,2020,6,9572.069622763014
1252,2020-06-13,9475.27734375,17564322315.0,3041.31005859375,9575.307273124332,9639.1484375,2020,6,9500.656810840323
1253,2020-06-14,9386.7880859375,18991732746.0,3041.31005859375,9528.177476327624,9585.996372767857,2020,6,9471.855000987434
1254,2020-06-15,9450.7021484375,26699704768.0,3066.590087890625,9508.808644355093,9540.169642857143,2020,6,9539.291070639541
1255,2020-06-16,9538.0244140625,21565537209.0,3124.739990234375,9516.112586781945,9503.358816964286,2020,6,9611.967765766549
1256,2020-06-17,9480.2548828125,20177709879.0,3113.489990234375,9507.148160789582,9447.667410714286,2020,6,9690.95267963747
1257,2020-06-18,9411.8408203125,17770083003.0,3115.340087890625,9483.321325670311,9460.53306361607,2020,6,9582.700399599249
1258,2020-06-19,9288.0185546875,19632223107.0,3097.739990234375,9434.495632924607,9432.986607142857,2020,6,9499.444300544306
1259,2020-06-20,9332.3408203125,17130541557.0,3097.739990234375,9408.95692977158,9412.567103794643,2020,6,9452.559381803334
1260,2020-06-21,9303.6298828125,15324301169.0,3097.739990234375,9382.625168031811,9400.68736049107,2020,6,9389.181236717304
1261,2020-06-22,9648.7177734375,21104009514.0,3117.860107421875,9449.148319383234,9428.975306919643,2020,6,9557.875906003726
1262,2020-06-23,9629.658203125,17006433272.0,3131.2900390625,9494.275790318674,9442.065848214286,2020,6,9649.259894231367
1263,2020-06-24,9313.6103515625,18961716076.0,3050.330078125,9449.10943062963,9418.259486607143,2020,6,9570.68913326782
1264,2020-06-25,9264.8134765625,18616048626.0,3083.760009765625,9403.035442112849,9397.255580357143,2020,6,9472.22051925596
1265,2020-06-26,9162.91796875,18341465837.0,3009.050048828125,9343.006073772136,9379.384068080357,2020,6,9327.056933544478
1266,2020-06-27,9045.390625,17273093144.0,3009.050048828125,9268.602211579102,9338.391183035714,2020,6,9180.675172902222
1267,2020-06-28,9143.58203125,14560870760.0,3009.050048828125,9237.347166496826,9315.52720424107,2020,6,9120.560942476186
1268,2020-06-29,9190.8544921875,16460547078.0,3053.239990234375,9225.723997919495,9250.1181640625,2020,6,9224.87814980327
1269,2020-06-30,9137.9931640625,15735797744.0,3100.2900390625,9203.791289455245,9179.880301339286,2020,6,9296.258650397951
1270,2020-07-01,9228.3251953125,15971550355.0,3115.860107421875,9209.924765919559,9167.696707589286,2020,7,9340.072894876572
1271,2020-07-02,9123.41015625,16338916796.0,3130.010009765625,9188.296113502169,9147.49623325893,2020,7,9316.988260973452
1272,2020-07-03,9087.3037109375,13078970999.0,3130.010009765625,9163.048012861002,9136.69419642857,2020,7,9248.304214981803
1273,2020-07-04,9132.48828125,12290528515.0,3130.010009765625,9155.40807995825,9149.13671875,2020,7,9196.808008944525
1274,2020-07-05,9073.9423828125,12903406143.0,3130.010009765625,9135.041655671812,9139.188197544643,2020,7,9158.168900147313
1275,2020-07-06,9375.474609375,17889263252.0,3179.719970703125,9195.149894097609,9165.5625,2020,7,9307.532917410805
1276,2020-07-07,9252.27734375,13839652595.0,3145.320068359375,9209.431756510707,9181.88881138393,2020,7,9300.307336659604
1277,2020-07-08,9428.3330078125,19702359883.0,3169.93994140625,9264.157069336155,9210.461356026786,2020,7,9433.208385897378
1278,2020-07-09,9277.9677734375,18000702524.0,3152.050048828125,9267.609745361491,9232.541015625,2020,7,9391.942220625471
1279,2020-07-10,9278.8076171875,16860035605.0,3185.0400390625,9270.409213317993,9259.898716517857,2020,7,9339.948291333803
1280,2020-07-11,9240.3466796875,13249910444.0,3185.0400390625,9262.89357991037,9275.307059151786,2020,7,9270.435605834653
1281,2020-07-12,9276.5,14452361907.0,3185.0400390625,9266.295184932776,9304.243861607143,2020,7,9227.80368557826
1282,2020-07-13,9243.6142578125,17519821266.0,3155.219970703125,9260.624953152708,9285.406668526786,2020,7,9262.470549742
1283,2020-07-14,9243.2138671875,18085038362.0,3197.52001953125,9256.272181661405,9284.111886160714,2020,7,9253.93757794856
1284,2020-07-15,9192.8369140625,15844731575.0,3226.56005859375,9240.413364761678,9250.46958705357,2020,7,9263.585496139305
1285,2020-07-16,9132.2275390625,15713967523.0,3215.570068359375,9213.366908336882,9229.64955357143,2020,7,9223.54192301449
1286,2020-07-17,9151.392578125,13944570749.0,3224.72998046875,9197.87332578391,9211.44740513393,2020,7,9205.566462657087
1287,2020-07-18,9159.0400390625,12252601475.0,3224.72998046875,9188.165004103557,9199.83217075893,2020,7,9192.225563773325
1288,2020-07-19,9185.8173828125,12939002784.0,3224.72998046875,9187.578098780794,9186.877511160714,2020,7,9219.524693584332
1289,2020-07-20,9164.2314453125,13755604146.0,3251.840087890625,9181.74143541372,9175.537109375,2020,7,9228.010381859167
1290,2020-07-21,9374.8876953125,18069581956.0,3257.300048828125,9230.028000388415,9194.34765625,2020,7,9354.556690008481
1291,2020-07-22,9525.36328125,16532254884.0,3276.02001953125,9303.86182060381,9241.85142299107,2020,7,9474.426924847998
1292,2020-07-23,9581.072265625,18146399002.0,3235.659912109375,9373.164431859108,9305.972098214286,2020,7,9561.846356050315
1293,2020-07-24,9536.892578125,16552768325.0,3215.6298828125,9414.09646842558,9361.043526785714,2020,7,9567.635677251077
1294,2020-07-25,9677.11328125,16610070933.0,3215.6298828125,9479.850671631684,9435.053989955357,2020,7,9617.136543757835
1295,2020-07-26,9905.1669921875,20507998997.0,3215.6298828125,9586.179751770638,9537.81821986607,2020,7,9747.950343901935
1296,2020-07-27,10990.873046875,35359749590.0,3239.409912109375,9937.353075546727,9798.767020089286,2020,7,10346.125602290565
1297,2020-07-28,10912.8232421875,28766551142.0,3218.43994140625,10181.22061720692,10018.472098214286,2020,7,10610.12534686222
1298,2020-07-29,11100.4677734375,24617249715.0,3258.43994140625,10411.032406264565,10243.487025669643,2020,7,10831.13867711815
1299,2020-07-30,11111.2138671875,22857247901.0,3246.219970703125,10586.077771495298,10462.078683035714,2020,7,10911.283218729339
1300,2020-07-31,11323.466796875,23160469766.0,3271.1201171875,10770.425027840223,10717.30357142857,2020,7,10954.432068422524
1301,2020-08-01,11759.5927734375,26075670303.0,3271.1201171875,11017.716964239542,11014.80064174107,2020,8,11113.981438099905
1302,2020-08-02,11053.6142578125,27410067336.0,3271.1201171875,11026.69128763278,11178.864536830357,2020,8,10817.061683443677
1303,2020-08-03,11246.3486328125,20271713443.0,3294.610107421875,11081.60562392771,11215.361049107143,2020,8,10877.35083696367
1304,2020-08-04,11205.892578125,21250197042.0,3306.510009765625,11112.677362477032,11257.228097098214,2020,8,10890.928512058996
1305,2020-08-05,11747.0224609375,24411254471.0,3327.77001953125,11271.263637092148,11349.593052455357,2020,8,11196.529176347536
1306,2020-08-06,11779.7734375,23400740340.0,3349.159912109375,11398.39108719411,11445.1015625,2020,8,11382.68815476742
1307,2020-08-07,11601.47265625,23132312867.0,3351.280029296875,11449.161479458082,11484.816685267857,2020,8,11454.546522723896
1308,2020-08-08,11754.0458984375,17572057837.0,3351.280029296875,11525.382584202936,11484.02427455357,2020,8,11661.207669607746
1309,2020-08-09,11675.7392578125,17489608833.0,3351.280029296875,11562.971752605326,11572.89927455357,2020,8,11595.383970681825
1310,2020-08-10,11878.111328125,26114112569.0,3360.469970703125,11641.756646485244,11663.151088169643,2020,8,11689.102603521442
1311,2020-08-11,11410.525390625,27039782640.0,3333.68994140625,11583.948832520182,11692.384347098214,2020,8,11460.63470004678
1312,2020-08-12,11584.9345703125,25064548486.0,3380.35009765625,11584.195266968261,11669.228934151786,2020,8,11498.657926571897
1313,2020-08-13,11784.1376953125,27522199497.0,3373.429931640625,11634.18087405432,11669.85239955357,2020,8,11658.858291764056
1314,2020-08-14,11768.87109375,24237958589.0,3372.85009765625,11667.85342897824,11693.76646205357,2020,8,11697.737222734639
